gameid,date,home_team,away_team,goal,primary_assist,secondary_assist,game_situation,game_situation_general,gf_team,gf_team_game_number,ga_team,ga_team_game_number,GF_names,GA_names,GF_skaters,GA_skaters,GF1_name,GF2_name,GF3_name,GF4_name,GF5_name,GF6_name,GA1_name,GA2_name,GA3_name,GA4_name,GA5_name,GA6_name
441873,2019-10-17,Brynäs IF,IK Oskarshamn,Greg Scott,Anton Rödin,Eric Norin,5v5,EV,Brynäs IF,10,IK Oskarshamn,11,Lukas KilströmAnton RödinJoacim ErikssonGKGreg ScottEric NorinJaedon Descheneau,Joakim ThelinJohn DahlströmHenrik NilssonChristian LindbergFredrik Petterson-WentzelGKRobin Söderqvist,5,5,Lukas Kilström,Anton Rödin,Joacim ErikssonGK,Greg Scott,Eric Norin,Jaedon Descheneau,Joakim Thelin,John Dahlström,Henrik Nilsson,Christian Lindberg,Fredrik Petterson-WentzelGK,Robin Söderqvist
441895,2019-10-26,Djurgårdens IF,IK Oskarshamn,Linus Hultström,Sebastian Strandberg,Patrik Berglund,5v5,EV,Djurgårdens IF,14,IK Oskarshamn,14,Patrik BerglundSebastian StrandbergLinus HultströmRobin NorellAlexander HoltzNiklas SvedbergGK,Pontus NäsénSimon DespresJoakim ThelinJohn DahlströmFredrik Petterson-WentzelGKRobin Söderqvist,5,5,Patrik Berglund,Sebastian Strandberg,Linus Hultström,Robin Norell,Alexander Holtz,Niklas SvedbergGK,Pontus Näsén,Simon Despres,Joakim Thelin,John Dahlström,Fredrik Petterson-WentzelGK,Robin Söderqvist
441895,2019-10-26,Djurgårdens IF,IK Oskarshamn,Olle Alsing,,,5v5,EV,Djurgårdens IF,14,IK Oskarshamn,14,Niclas BergforsPatrik BerglundSebastian StrandbergLinus HultströmOlle AlsingNiklas SvedbergGK,Joakim ThelinJohn DahlströmHenrik NilssonFredrik Petterson-WentzelGKEmil WahlbergRobin Söderqvist,5,5,Niclas Bergfors,Patrik Berglund,Sebastian Strandberg,Linus Hultström,Olle Alsing,Niklas SvedbergGK,Joakim Thelin,John Dahlström,Henrik Nilsson,Fredrik Petterson-WentzelGK,Emil Wahlberg,Robin Söderqvist
441910,2019-11-02,HV 71,IK Oskarshamn,Simon Önerud,Linus Fröberg,Emil Johansson,5v5,EV,HV 71,16,IK Oskarshamn,16,Didrik StrömbergMartin ThörnbergSimon ÖnerudEmil JohanssonJonas GunnarssonGKLinus Fröberg,Nichlas TorpSimon DespresJoakim ThelinJohn DahlströmFredrik Petterson-WentzelGKRobin Söderqvist,5,5,Didrik Strömberg,Martin Thörnberg,Simon Önerud,Emil Johansson,Jonas GunnarssonGK,Linus Fröberg,Nichlas Torp,Simon Despres,Joakim Thelin,John Dahlström,Fredrik Petterson-WentzelGK,Robin Söderqvist
441934,2019-11-21,IK Oskarshamn,Skellefteå AIK,Adam Pettersson,Jonathan Pudas,Jesper Frödén,5v5,ENG,Skellefteå AIK,19,IK Oskarshamn,19,Petter GranbergAdam PetterssonAndreas WingerliJesper FrödénMantas ArmalisGKJonathan Pudas,Pontus NetterbergJohn DahlströmHenrik NilssonFredrik Petterson-WentzelGKEmil WahlbergRobin Söderqvist,5,5,Petter Granberg,Adam Pettersson,Andreas Wingerli,Jesper Frödén,Mantas ArmalisGK,Jonathan Pudas,Pontus Netterberg,John Dahlström,Henrik Nilsson,Fredrik Petterson-WentzelGK,Emil Wahlberg,Robin Söderqvist
441985,2019-12-26,Brynäs IF,IK Oskarshamn,Nicklas Danielsson,Jaedon Descheneau,Jonathan Sigalet,5v5,EV,Brynäs IF,27,IK Oskarshamn,27,Josef IngmanSamuel ErssonGKTomi SallinenJonathan SigaletNicklas DanielssonJaedon Descheneau,Simon DespresJoakim ThelinNichlas TorpNichlas HardtFredrik Petterson-WentzelGKRobin Söderqvist,5,5,Josef Ingman,Samuel ErssonGK,Tomi Sallinen,Jonathan Sigalet,Nicklas Danielsson,Jaedon Descheneau,Simon Despres,Joakim Thelin,Nichlas Torp,Nichlas Hardt,Fredrik Petterson-WentzelGK,Robin Söderqvist
442005,2019-12-30,Växjö Lakers HC,IK Oskarshamn,Ludvig Nilsson,Linus Högberg,,5v5,EV,Växjö Lakers HC,29,IK Oskarshamn,29,Linus HögbergFilip CederqvistLudvig NilssonViktor AndrénGKDaniel RahimiErik Josefsson,Jesper DahlrothJoakim ThelinNichlas TorpNichlas HardtFredrik Petterson-WentzelGKRobin Söderqvist,5,5,Linus Högberg,Filip Cederqvist,Ludvig Nilsson,Viktor AndrénGK,Daniel Rahimi,Erik Josefsson,Jesper Dahlroth,Joakim Thelin,Nichlas Torp,Nichlas Hardt,Fredrik Petterson-WentzelGK,Robin Söderqvist
442005,2019-12-30,Växjö Lakers HC,IK Oskarshamn,Erik Josefsson,Pontus Holmberg,Ludvig Nilsson,5v5,EV,Växjö Lakers HC,29,IK Oskarshamn,29,Oliver BohmLinus HögbergPontus HolmbergLudvig NilssonViktor AndrénGKErik Josefsson,Jesper DahlrothPontus NetterbergJohn DahlströmFredrik Petterson-WentzelGKOskar NilssonRobin Söderqvist,5,5,Oliver Bohm,Linus Högberg,Pontus Holmberg,Ludvig Nilsson,Viktor AndrénGK,Erik Josefsson,Jesper Dahlroth,Pontus Netterberg,John Dahlström,Fredrik Petterson-WentzelGK,Oskar Nilsson,Robin Söderqvist
442092,2020-01-11,Färjestad BK,IK Oskarshamn,Jesper Olofsson,,,5v5,EV,Färjestad BK,31,IK Oskarshamn,32,Lukas Ekeståhl-JonssonJonathon BlumLinus JohanssonVojtech MozikArvid HolmGKJesper Olofsson,Simon DespresJoakim ThelinJohn DahlströmFredrik Petterson-WentzelGKOskar NilssonRobin Söderqvist,5,5,Lukas Ekeståhl-Jonsson,Jonathon Blum,Linus Johansson,Vojtech Mozik,Arvid HolmGK,Jesper Olofsson,Simon Despres,Joakim Thelin,John Dahlström,Fredrik Petterson-WentzelGK,Oskar Nilsson,Robin Söderqvist
442092,2020-01-11,Färjestad BK,IK Oskarshamn,Linus Arnesson,Marcus Nilsson,Gustav Rydahl,5v5,EV,Färjestad BK,31,IK Oskarshamn,32,Johan IvarssonMarcus NilssonDaniel VikstenGustav RydahlLinus ArnessonArvid HolmGK,Mathew BodieSimon DespresJoakim ThelinJohn DahlströmFredrik Petterson-WentzelGKRobin Söderqvist,5,5,Johan Ivarsson,Marcus Nilsson,Daniel Viksten,Gustav Rydahl,Linus Arnesson,Arvid HolmGK,Mathew Bodie,Simon Despres,Joakim Thelin,John Dahlström,Fredrik Petterson-WentzelGK,Robin Söderqvist
441901,2019-10-31,Linköping HC,HV 71,Henrik Törnqvist,Anton Mylläri,Olle Lycksell,5v5,EV,Linköping HC,15,HV 71,15,Jonas HolösMikael FrycklundHenrik TörnqvistOlle LycksellJonas GustavssonGKAnton Mylläri,Simon ÖnerudOscar SundhChristian SandbergJohannes KinnvallJonas GunnarssonGKEric Martinsson,5,5,Jonas Holös,Mikael Frycklund,Henrik Törnqvist,Olle Lycksell,Jonas GustavssonGK,Anton Mylläri,Simon Önerud,Oscar Sundh,Christian Sandberg,Johannes Kinnvall,Jonas GunnarssonGK,Eric Martinsson
441937,2019-11-26,HV 71,Örebro HK,Shane Harper,,,5v6ENG,ENG,Örebro HK,20,HV 71,20,Stefan WargShane HarperLudvig RensfeldtDominik FurchGKKristian NäkyväJoonas Rask,Filip SandbergAxel HolmströmAlexander BergströmAnthony CamaraJuuso IkonenEric Martinsson,5,6,Stefan Warg,Shane Harper,Ludvig Rensfeldt,Dominik FurchGK,Kristian Näkyvä,Joonas Rask,Filip Sandberg,Axel Holmström,Alexander Bergström,Anthony Camara,Juuso Ikonen,Eric Martinsson
441958,2019-12-05,HV 71,Luleå HF,Einar Emanuelsson,Juhani Tyrväinen,Oscar Engsund,5v5,EV,Luleå HF,23,HV 71,23,Einar EmanuelssonJuhani TyrväinenDavid RautioGKOscar EngsundPontus SjälinRobin Kovacs,Filip SandbergLinus SandinChristian SandbergJohannes KinnvallJonas GunnarssonGKEric Martinsson,5,5,Einar Emanuelsson,Juhani Tyrväinen,David RautioGK,Oscar Engsund,Pontus Själin,Robin Kovacs,Filip Sandberg,Linus Sandin,Christian Sandberg,Johannes Kinnvall,Jonas GunnarssonGK,Eric Martinsson
442000,2019-12-26,HV 71,Leksands IF,Jonas Ahnelöv,,,5v6ENG,ENG,Leksands IF,27,HV 71,28,Marcus KarlbergDaniel Olsson-TrkuljaLinus PerssonMattias GöranssonJanne JuvonenGKJonas Ahnelöv,Oscar SundhFilip SandbergChristian SandbergAlexander BergströmJohannes KinnvallEric Martinsson,5,6,Marcus Karlberg,Daniel Olsson-Trkulja,Linus Persson,Mattias Göransson,Janne JuvonenGK,Jonas Ahnelöv,Oscar Sundh,Filip Sandberg,Christian Sandberg,Alexander Bergström,Johannes Kinnvall,Eric Martinsson
441986,2019-12-30,HV 71,Frölunda HC,Joel Mustonen,Theodor Lennström,David Printz,5v5,EV,Frölunda HC,29,HV 71,30,Max FribergJoel LundqvistTheodor LennströmJoel MustonenNiklas RubinGKDavid Printz,Simon ÖnerudAxel HolmströmJohannes KinnvallAnthony CamaraJonas GunnarssonGKEric Martinsson,5,5,Max Friberg,Joel Lundqvist,Theodor Lennström,Joel Mustonen,Niklas RubinGK,David Printz,Simon Önerud,Axel Holmström,Johannes Kinnvall,Anthony Camara,Jonas GunnarssonGK,Eric Martinsson
442086,2020-01-09,Djurgårdens IF,HV 71,Alexander Holtz,Olle Alsing,Patrik Berglund,5v5,EV,Djurgårdens IF,31,HV 71,31,Patrik BerglundDick AxelssonOlle AlsingTom NilssonAlexander HoltzNiklas SvedbergGK,Christoffer PerssonOscar SundhFilip SandbergChristian SandbergJonas GunnarssonGKEric Martinsson,5,5,Patrik Berglund,Dick Axelsson,Olle Alsing,Tom Nilsson,Alexander Holtz,Niklas SvedbergGK,Christoffer Persson,Oscar Sundh,Filip Sandberg,Christian Sandberg,Jonas GunnarssonGK,Eric Martinsson
442086,2020-01-09,Djurgårdens IF,HV 71,Dick Axelsson,Patrik Berglund,Alexander Holtz,5v5,EV,Djurgårdens IF,31,HV 71,31,Patrik BerglundDick AxelssonOlle AlsingTom NilssonAlexander HoltzNiklas SvedbergGK,Oscar SundhFilip SandbergChristian SandbergJohannes KinnvallJonas GunnarssonGKEric Martinsson,5,5,Patrik Berglund,Dick Axelsson,Olle Alsing,Tom Nilsson,Alexander Holtz,Niklas SvedbergGK,Oscar Sundh,Filip Sandberg,Christian Sandberg,Johannes Kinnvall,Jonas GunnarssonGK,Eric Martinsson
442093,2020-01-11,HV 71,Skellefteå AIK,Linus Lindström,Arvid Lundberg,Jonathan Pudas,5v5,EV,Skellefteå AIK,32,HV 71,32,Linus LindströmTuomas KiiskinenGustaf LindvallGKOscar MöllerArvid LundbergJonathan Pudas,Oscar SundhChristian SandbergJesper WilliamssonHugo AlnefeltGKJuuso IkonenEric Martinsson,5,5,Linus Lindström,Tuomas Kiiskinen,Gustaf LindvallGK,Oscar Möller,Arvid Lundberg,Jonathan Pudas,Oscar Sundh,Christian Sandberg,Jesper Williamsson,Hugo AlnefeltGK,Juuso Ikonen,Eric Martinsson
441808,2019-09-14,Skellefteå AIK,IK Oskarshamn,Filiph Engsund,Pontus Netterberg,Simon Despres,5v5,EV,IK Oskarshamn,1,Skellefteå AIK,1,Simon DespresPontus NetterbergJohn DahlströmFiliph EngsundFredrik Petterson-WentzelGKEmil Wahlberg,Adam PetterssonAndreas WingerliGustaf LindvallGKAlbin ErikssonArvid LundbergJonathan Pudas,5,5,Simon Despres,Pontus Netterberg,John Dahlström,Filiph Engsund,Fredrik Petterson-WentzelGK,Emil Wahlberg,Adam Pettersson,Andreas Wingerli,Gustaf LindvallGK,Albin Eriksson,Arvid Lundberg,Jonathan Pudas
441835,2019-09-26,Skellefteå AIK,Frölunda HC,Rhett Rakhshani,David Printz,Nicklas Lasu,5v5,EV,Frölunda HC,5,Skellefteå AIK,5,Nicklas LasuNiklas RubinGKRhett RakhshaniMats Rosseli OlsenDavid PrintzJulius Bergman,Pontus WiderströmGustaf LindvallGKAlbin ErikssonJacob OlofssonArvid LundbergJonathan Pudas,5,5,Nicklas Lasu,Niklas RubinGK,Rhett Rakhshani,Mats Rosseli Olsen,David Printz,Julius Bergman,Pontus Widerström,Gustaf LindvallGK,Albin Eriksson,Jacob Olofsson,Arvid Lundberg,Jonathan Pudas
441835,2019-09-26,Skellefteå AIK,Frölunda HC,Theodor Lennström,Simon Hjalmarsson,Rhett Rakhshani,5v5,EV,Frölunda HC,5,Skellefteå AIK,5,Anders GrönlundTheodor LennströmNiklas RubinGKRhett RakhshaniMats Rosseli OlsenSimon Hjalmarsson,Joakim LindströmAndreas WingerliGustaf LindvallGKJonatan BerggrenArvid LundbergJonathan Pudas,5,5,Anders Grönlund,Theodor Lennström,Niklas RubinGK,Rhett Rakhshani,Mats Rosseli Olsen,Simon Hjalmarsson,Joakim Lindström,Andreas Wingerli,Gustaf LindvallGK,Jonatan Berggren,Arvid Lundberg,Jonathan Pudas
441912,2019-10-05,Örebro HK,Skellefteå AIK,Rasmus Rissanen,Sakari Salminen,Ryan Stoa,5v5,EV,Örebro HK,8,Skellefteå AIK,8,Rasmus RissanenSakari SalminenDominik FurchGKKristian NäkyväMathias BroméRyan Stoa,Andreas WingerliRobin AlvarezJonatan BerggrenArvid LundbergOskar ÖstlundGKJonathan Pudas,5,5,Rasmus Rissanen,Sakari Salminen,Dominik FurchGK,Kristian Näkyvä,Mathias Bromé,Ryan Stoa,Andreas Wingerli,Robin Alvarez,Jonatan Berggren,Arvid Lundberg,Oskar ÖstlundGK,Jonathan Pudas
441912,2019-10-05,Örebro HK,Skellefteå AIK,Marcus Weinstock,Christopher Mastomäki,,4v6ENG,ENG,Örebro HK,8,Skellefteå AIK,8,Rasmus RissanenMarcus WeinstockChristopher MastomäkiDominik FurchGKKristian NäkyväNA,Niclas BurströmJoakim LindströmTom PyattAndreas WingerliOscar MöllerJonathan Pudas,4,6,Rasmus Rissanen,Marcus Weinstock,Christopher Mastomäki,Dominik FurchGK,Kristian Näkyvä,NA,Niclas Burström,Joakim Lindström,Tom Pyatt,Andreas Wingerli,Oscar Möller,Jonathan Pudas
441897,2019-10-26,Frölunda HC,Skellefteå AIK,Nicklas Lasu,Julius Bergman,Rhett Rakhshani,5v5,EV,Frölunda HC,14,Skellefteå AIK,14,Karl StolleryNicklas LasuJohan MattssonGKRhett RakhshaniMats Rosseli OlsenJulius Bergman,Joakim LindströmTom PyattPatrik NorénRobin AlvarezMantas ArmalisGKJonathan Pudas,5,5,Karl Stollery,Nicklas Lasu,Johan MattssonGK,Rhett Rakhshani,Mats Rosseli Olsen,Julius Bergman,Joakim Lindström,Tom Pyatt,Patrik Norén,Robin Alvarez,Mantas ArmalisGK,Jonathan Pudas
441857,2019-11-02,Skellefteå AIK,Örebro HK,Marcus Weinstock,Glenn Gustafsson,,5v5,EV,Örebro HK,16,Skellefteå AIK,16,Rasmus RissanenMarcus WeinstockChristopher MastomäkiGlenn GustafssonDominik FurchGKKristian Näkyvä,Niclas BurströmRobin AlvarezAlbin SundsvikJacob OlofssonMantas ArmalisGKJonathan Pudas,5,5,Rasmus Rissanen,Marcus Weinstock,Christopher Mastomäki,Glenn Gustafsson,Dominik FurchGK,Kristian Näkyvä,Niclas Burström,Robin Alvarez,Albin Sundsvik,Jacob Olofsson,Mantas ArmalisGK,Jonathan Pudas
441921,2019-11-14,Skellefteå AIK,Växjö Lakers HC,Roman Horak,,,4v5,SH,Växjö Lakers HC,17,Skellefteå AIK,17,Oliver BohmRoman HorakMartin LundbergViktor AndrénGKDaniel RahimiNA,Joakim LindströmTom PyattTuomas KiiskinenOscar MöllerMantas ArmalisGKJonathan Pudas,4,5,Oliver Bohm,Roman Horak,Martin Lundberg,Viktor AndrénGK,Daniel Rahimi,NA,Joakim Lindström,Tom Pyatt,Tuomas Kiiskinen,Oscar Möller,Mantas ArmalisGK,Jonathan Pudas
441922,2019-11-16,Brynäs IF,Skellefteå AIK,Greg Scott,,,5v6ENG,ENG,Brynäs IF,18,Skellefteå AIK,18,Niclas AndersénEmil ForslundJoacim ErikssonGKGreg ScottJonathan SigaletJoachim Rohdin,Joakim LindströmTom PyattTuomas KiiskinenJacob AnderssonOscar MöllerJonathan Pudas,5,6,Niclas Andersén,Emil Forslund,Joacim ErikssonGK,Greg Scott,Jonathan Sigalet,Joachim Rohdin,Joakim Lindström,Tom Pyatt,Tuomas Kiiskinen,Jacob Andersson,Oscar Möller,Jonathan Pudas
441945,2019-11-28,Färjestad BK,Skellefteå AIK,Daniel Viksten,Jesper Olofsson,Lukas Ekeståhl-Jonsson,5v5,EV,Färjestad BK,21,Skellefteå AIK,21,Daniel VikstenGustav RydahlLukas Ekeståhl-JonssonCarl JakobssonArvid HolmGKJesper Olofsson,Petter GranbergAdam PetterssonAndreas WingerliPatrik NorénMantas ArmalisGKJonathan Pudas,5,5,Daniel Viksten,Gustav Rydahl,Lukas Ekeståhl-Jonsson,Carl Jakobsson,Arvid HolmGK,Jesper Olofsson,Petter Granberg,Adam Pettersson,Andreas Wingerli,Patrik Norén,Mantas ArmalisGK,Jonathan Pudas
441945,2019-11-28,Färjestad BK,Skellefteå AIK,Michael Latta,Jesper Olofsson,,5v5,EV,Färjestad BK,21,Skellefteå AIK,21,Martin JohanssonLinus ArnessonMichael LattaSebastian ErixonArvid HolmGKJesper Olofsson,Linus LindströmJacob AnderssonRobin AlvarezAlbin SundsvikMantas ArmalisGKJonathan Pudas,5,5,Martin Johansson,Linus Arnesson,Michael Latta,Sebastian Erixon,Arvid HolmGK,Jesper Olofsson,Linus Lindström,Jacob Andersson,Robin Alvarez,Albin Sundsvik,Mantas ArmalisGK,Jonathan Pudas
441959,2019-12-05,Linköping HC,Skellefteå AIK,Patrik Lundh,Filip Karlsson,Sebastian Karlsson,5v5,EV,Linköping HC,23,Skellefteå AIK,23,Sebastian KarlssonHampus LarssonFilip KarlssonJonas GustavssonGKAnton MylläriPatrik Lundh,Philip BrobergJoakim LindströmTom PyattJonatan BerggrenMantas ArmalisGKJonathan Pudas,5,5,Sebastian Karlsson,Hampus Larsson,Filip Karlsson,Jonas GustavssonGK,Anton Mylläri,Patrik Lundh,Philip Broberg,Joakim Lindström,Tom Pyatt,Jonatan Berggren,Mantas ArmalisGK,Jonathan Pudas
441970,2019-12-07,Skellefteå AIK,Leksands IF,Daniel Olsson-Trkulja,Marek Hrivik,Thomas Valkvae-Olsen,5v5,EV,Leksands IF,24,Skellefteå AIK,24,Daniel Olsson-TrkuljaThomas Valkvae-OlsenMarek HrivikMattias GöranssonJanne JuvonenGKJonas Ahnelöv,Niclas BurströmJoakim LindströmTom PyattRobin AlvarezGustaf LindvallGKJonathan Pudas,5,5,Daniel Olsson-Trkulja,Thomas Valkvae-Olsen,Marek Hrivik,Mattias Göransson,Janne JuvonenGK,Jonas Ahnelöv,Niclas Burström,Joakim Lindström,Tom Pyatt,Robin Alvarez,Gustaf LindvallGK,Jonathan Pudas
441983,2019-12-19,Skellefteå AIK,HV 71,Linus Fröberg,Christoffer Törngren,Johannes Kinnvall,5v5,EV,HV 71,26,Skellefteå AIK,26,Simon ÖnerudEmil JohanssonJohannes KinnvallJonas GunnarssonGKChristoffer TörngrenLinus Fröberg,Niclas BurströmTom PyattAdam PetterssonTuomas KiiskinenGustaf LindvallGKJonathan Pudas,5,5,Simon Önerud,Emil Johansson,Johannes Kinnvall,Jonas GunnarssonGK,Christoffer Törngren,Linus Fröberg,Niclas Burström,Tom Pyatt,Adam Pettersson,Tuomas Kiiskinen,Gustaf LindvallGK,Jonathan Pudas
441983,2019-12-19,Skellefteå AIK,HV 71,Simon Önerud,Eric Martinsson,,5v6ENG,ENG,HV 71,26,Skellefteå AIK,26,Simon ÖnerudEmil JohanssonJoakim AnderssonJonas GunnarssonGKEric MartinssonChristoffer Törngren,Filip BerglundAdam PetterssonAndreas WingerliRobin AlvarezJesper FrödénJonathan Pudas,5,6,Simon Önerud,Emil Johansson,Joakim Andersson,Jonas GunnarssonGK,Eric Martinsson,Christoffer Törngren,Filip Berglund,Adam Pettersson,Andreas Wingerli,Robin Alvarez,Jesper Frödén,Jonathan Pudas
442118,2020-01-21,Rögle BK,Skellefteå AIK,Nils Höglander,Taylor Matson,,5v5,EV,Rögle BK,35,Skellefteå AIK,35,Kodie CurranSamuel JohannessonTaylor MatsonNils HöglanderAnton BengtssonRoman WillGK,Andreas WingerliRobin AlvarezJesper FrödénGustaf LindvallGKArvid LundbergJonathan Pudas,5,5,Kodie Curran,Samuel Johannesson,Taylor Matson,Nils Höglander,Anton Bengtsson,Roman WillGK,Andreas Wingerli,Robin Alvarez,Jesper Frödén,Gustaf LindvallGK,Arvid Lundberg,Jonathan Pudas
442118,2020-01-21,Rögle BK,Skellefteå AIK,Dominik Bokk,Samuel Johannesson,Dennis Everberg,5v5,EV,Rögle BK,35,Skellefteå AIK,35,Erlend LesundSamuel JohannessonDennis EverbergAnton BengtssonRoman WillGKDominik Bokk,Joakim LindströmTom PyattTuomas KiiskinenGustaf LindvallGKArvid LundbergJonathan Pudas,5,5,Erlend Lesund,Samuel Johannesson,Dennis Everberg,Anton Bengtsson,Roman WillGK,Dominik Bokk,Joakim Lindström,Tom Pyatt,Tuomas Kiiskinen,Gustaf LindvallGK,Arvid Lundberg,Jonathan Pudas
441839,2019-09-28,Frölunda HC,Färjestad BK,Samuel Fagemo,Anders Grönlund,Viktor Ekbom,5v5,EV,Frölunda HC,6,Färjestad BK,6,Viktor EkbomSamuel FagemoAnders GrönlundJohan MattssonGKSimon HjalmarssonRyan Lasch,Jens WestinMarcus NilssonPer ÅslundMarkus SvenssonGKLinus JohanssonVojtech Mozik,5,5,Viktor Ekbom,Samuel Fagemo,Anders Grönlund,Johan MattssonGK,Simon Hjalmarsson,Ryan Lasch,Jens Westin,Marcus Nilsson,Per Åslund,Markus SvenssonGK,Linus Johansson,Vojtech Mozik
441867,2019-10-12,HV 71,Färjestad BK,Linus Sandin,Eric Martinsson,Johannes Kinnvall,5v5,EV,HV 71,10,Färjestad BK,10,Linus SandinAlexander BergströmJohannes KinnvallJonas GunnarssonGKEric MartinssonLinus Fröberg,Johan IvarssonVictor EjdsellGustav RydahlPer ÅslundMarkus SvenssonGKVojtech Mozik,5,5,Linus Sandin,Alexander Bergström,Johannes Kinnvall,Jonas GunnarssonGK,Eric Martinsson,Linus Fröberg,Johan Ivarsson,Victor Ejdsell,Gustav Rydahl,Per Åslund,Markus SvenssonGK,Vojtech Mozik
441960,2019-12-05,IF Malmö Redhawks,Färjestad BK,Adam Ollas Mattsson,Jesper Jensen,Jesper Jensen Aabo,5v5,EV,IF Malmö Redhawks,23,Färjestad BK,23,Axel WemmenbornMax GörtzJesper Jensen AaboEmil SylvegårdOscar AlsenfeltGKAdam Ollas Mattsson,Lukas Ekeståhl-JonssonPer ÅslundOskar BäckCarl JakobssonMarkus SvenssonGKVojtech Mozik,5,5,Axel Wemmenborn,Max Görtz,Jesper Jensen Aabo,Emil Sylvegård,Oscar AlsenfeltGK,Adam Ollas Mattsson,Lukas Ekeståhl-Jonsson,Per Åslund,Oskar Bäck,Carl Jakobsson,Markus SvenssonGK,Vojtech Mozik
442099,2020-01-16,Brynäs IF,Färjestad BK,Nicklas Danielsson,Emil Molin,Tomi Sallinen,5v5,EV,Brynäs IF,33,Färjestad BK,32,Niclas AndersénEmil MolinSamuel ErssonGKEric NorinTomi SallinenNicklas Danielsson,Victor EjdsellPer ÅslundJonathon BlumMarkus SvenssonGKLinus JohanssonVojtech Mozik,5,5,Niclas Andersén,Emil Molin,Samuel ErssonGK,Eric Norin,Tomi Sallinen,Nicklas Danielsson,Victor Ejdsell,Per Åslund,Jonathon Blum,Markus SvenssonGK,Linus Johansson,Vojtech Mozik
441865,2019-10-10,Rögle BK,Djurgårdens IF,Robin Norell,Linus Hultström,Michael Haga,5v5,EV,Djurgårdens IF,9,Rögle BK,9,Karri RämöGKLinus HultströmAlbin GreweRobin NorellManuel ÅgrenMichael Haga,Erlend LesundNick SörensenHampus GustafssonSamuel JonssonAdam EdströmChristoffer RifalkGK,5,5,Karri RämöGK,Linus Hultström,Albin Grewe,Robin Norell,Manuel Ågren,Michael Haga,Erlend Lesund,Nick Sörensen,Hampus Gustafsson,Samuel Jonsson,Adam Edström,Christoffer RifalkGK
441879,2019-11-21,Rögle BK,Färjestad BK,Marcus Nilsson,Michael Lindqvist,Jonathon Blum,5v5,EV,Färjestad BK,19,Rögle BK,20,Marcus NilssonJonathon BlumMartin JohanssonAlbert JohanssonMichael LindqvistArvid HolmGK,Daniel BertovKodie CurranTaylor MatsonNils HöglanderAnton BengtssonChristoffer RifalkGK,5,5,Marcus Nilsson,Jonathon Blum,Martin Johansson,Albert Johansson,Michael Lindqvist,Arvid HolmGK,Daniel Bertov,Kodie Curran,Taylor Matson,Nils Höglander,Anton Bengtsson,Christoffer RifalkGK
441879,2019-11-21,Rögle BK,Färjestad BK,Linus Johansson,Daniel Viksten,Sebastian Erixon,5v5,EV,Färjestad BK,19,Rögle BK,20,Daniel VikstenGustav RydahlLinus ArnessonSebastian ErixonLinus JohanssonArvid HolmGK,Kodie CurranNick SörensenKevin WennströmNiklas HanssonErik AnderssonChristoffer RifalkGK,5,5,Daniel Viksten,Gustav Rydahl,Linus Arnesson,Sebastian Erixon,Linus Johansson,Arvid HolmGK,Kodie Curran,Nick Sörensen,Kevin Wennström,Niklas Hansson,Erik Andersson,Christoffer RifalkGK
441941,2019-11-23,Skellefteå AIK,Rögle BK,Patrik Norén,Oscar Möller,,5v5,EV,Skellefteå AIK,20,Rögle BK,21,Tuomas KiiskinenPatrik NorénGustaf LindvallGKJacob OlofssonOscar MöllerJonathan Pudas,Erlend LesundTaylor MatsonNils HöglanderSamuel JonssonAnton BengtssonChristoffer RifalkGK,5,5,Tuomas Kiiskinen,Patrik Norén,Gustaf LindvallGK,Jacob Olofsson,Oscar Möller,Jonathan Pudas,Erlend Lesund,Taylor Matson,Nils Höglander,Samuel Jonsson,Anton Bengtsson,Christoffer RifalkGK
441982,2019-12-19,Rögle BK,Växjö Lakers HC,Brendan Shinnimin,,,5v5,EV,Växjö Lakers HC,26,Rögle BK,26,Tim ErixonRichard GyngeEmil PetterssonBrendan ShinniminViktor FasthGKDaniel Rahimi,Daniel BertovSamuel JohannessonKevin WennströmAnton BengtssonAdam EdströmChristoffer RifalkGK,5,5,Tim Erixon,Richard Gynge,Emil Pettersson,Brendan Shinnimin,Viktor FasthGK,Daniel Rahimi,Daniel Bertov,Samuel Johannesson,Kevin Wennström,Anton Bengtsson,Adam Edström,Christoffer RifalkGK
441982,2019-12-19,Rögle BK,Växjö Lakers HC,Martin Lundberg,Jakob Forsbacka-Karlsson,Fredrik Karlström,5v5,EV,Växjö Lakers HC,26,Rögle BK,26,Tim ErixonJakob Forsbacka-KarlssonMartin LundbergViktor FasthGKDaniel RahimiFredrik Karlström,Daniel BertovSamuel JohannessonHampus GustafssonMelker ErikssonKevin WennströmChristoffer RifalkGK,5,5,Tim Erixon,Jakob Forsbacka-Karlsson,Martin Lundberg,Viktor FasthGK,Daniel Rahimi,Fredrik Karlström,Daniel Bertov,Samuel Johannesson,Hampus Gustafsson,Melker Eriksson,Kevin Wennström,Christoffer RifalkGK
